runtime,bulk_type,episode_id,series_name,key,season_number,s_no,s_id,ep_no,user_id,created_at,ep_id,episode_number,gsi,total_movies_runtime,total_series_runtime,updated_at,series_follow_count,movie_watch_count,ep_watch_count,followed_at,most_recent_ep_watched,is_for_later,is_followed,uuid,is_archived,is_unitary,is_special,rewatch_count
,,,Doctor Who (2005),user-series-6b9308dd-148b-488f-9665-e187fd73a0c8,,,78804,,75120118,2024-05-15 04:12:54,,,,,,2024-05-15 18:16:17,,,153,1715746374446646,map[ep_id:8.766129e+06 ep_no:6 s_no:13 uuid:39e29251-e827-43de-916e-ab3ae6bee059 watch_date:1.715796974781921e+15],false,true,6b9308dd-148b-488f-9665-e187fd73a0c8,false,,,
,,,Furies,user-series-6f92ee77-e196-4e42-88e0-5a1f53869d78,,,433160,,75120118,2024-07-20 18:39:55,,,,,,2026-03-24 00:02:34,,,14,1721500795106183,map[ep_id:1.1661137e+07 ep_no:6 s_no:2 uuid:547e53ae-b99f-496d-81f1-3155dc9bc784 watch_date:1.77431055451011e+15],false,true,6f92ee77-e196-4e42-88e0-5a1f53869d78,false,,,
,,,S.W.A.T. (2017),user-series-6fdec41f-c386-48da-83ec-5227392d1216,,,328687,,75120118,2024-05-22 02:30:21,,,,,,2025-05-20 01:14:54,,,163,1716345021667273,map[ep_id:1.1008021e+07 ep_no:22 s_no:8 uuid:94402cf0-5ae6-48e9-a1a4-c2f799048888 watch_date:1.747703694506193e+15],false,true,6fdec41f-c386-48da-83ec-5227392d1216,false,,,
,,,Andor,user-series-7021ca29-2c7f-4925-b742-6ee7fa455386,,,393189,,75120118,2025-01-31 23:57:57,,,,,,2025-05-04 15:08:30,,,15,,map[ep_id:1.0983007e+07 ep_no:3 s_no:2 uuid:efd62442-de10-423f-9e99-b26e14fcd202 watch_date:1.74636520012548e+15],false,false,7021ca29-2c7f-4925-b742-6ee7fa455386,false,,,
,,,Warrior Nun,user-series-70d9ceb4-6baf-4acc-9189-8b5264b4ad52,,,382544,,75120118,2024-05-15 18:23:43,,,,,,2024-05-15 18:25:26,,,18,1715797423860865,map[ep_id:9.44014e+06 ep_no:8 s_no:2 uuid:627c1219-df7e-48a4-b124-0691446dc8ff watch_date:1.715797526308971e+15],false,true,70d9ceb4-6baf-4acc-9189-8b5264b4ad52,false,,,
,,,Manifest,user-series-70ff408f-bc56-446e-8707-41065529a868,,,349271,,75120118,2024-05-15 18:29:13,,,,,,2024-05-15 18:34:25,,,62,1715797753324487,map[ep_id:9.715786e+06 ep_no:20 s_no:4 uuid:9925d135-0b0d-46b2-8a2c-5fe783c1e041 watch_date:1.715798064056661e+15],false,true,70ff408f-bc56-446e-8707-41065529a868,false,,,
,,,Berlin (2023),user-series-723e1507-d827-4fba-9898-7434d574e89c,,,413033,,75120118,2025-05-04 18:58:25,,,,,,2026-05-24 21:22:11,,,16,1746385105247828,map[ep_id:1.1707799e+07 ep_no:8 s_no:2 uuid:9d68ca11-e27a-4209-bc48-951c3d81cdaa watch_date:1.779657731469946e+15],false,true,723e1507-d827-4fba-9898-7434d574e89c,false,,,
,,,Sense8,user-series-7377e342-1c11-479e-ac3b-19319beb2f88,,,268156,,75120118,2024-05-15 18:29:27,,,,,,2024-05-15 18:34:12,,,24,1715797767760479,map[ep_id:6.663646e+06 ep_no:12 s_no:2 uuid:ae801795-e6d4-40d2-a957-fdd36f21ef4b watch_date:1.715798051781021e+15],false,true,7377e342-1c11-479e-ac3b-19319beb2f88,false,,,
,,,Plus Belle La Vie,user-series-737dbf7e-bf14-472a-b48b-c49ca4f9c667,,,97371,,75120118,2026-05-27 00:39:17,,,,,,2026-05-28 19:38:50,,,4559,1779842357977562,map[ep_id:1.1503881e+07 ep_no:11 s_no:21 uuid:fe3bcc08-5c03-469d-8a31-528b8dfb50df watch_date:1.779886399716594e+15],false,true,737dbf7e-bf14-472a-b48b-c49ca4f9c667,true,,,
,,,Tribes of Europa,user-series-742adc4e-d0d7-4800-a688-45a2bcec15f3,,,385320,,75120118,2026-05-22 23:51:14,,,,,,2026-05-22 23:52:12,,,6,1779493874183511,map[ep_id:8.091413e+06 ep_no:6 s_no:1 uuid:b5331cce-b98c-4661-a3ca-043c3e137c4d watch_date:1.779493932640088e+15],false,true,742adc4e-d0d7-4800-a688-45a2bcec15f3,false,,,
,,,NCIS: Los Angeles,user-series-76c66dc2-7021-462a-8e2e-a00b1d0279f6,,,95441,,75120118,2024-11-21 00:31:18,,,,,,2024-11-21 00:32:05,,,323,1732149078288302,map[ep_id:9.662637e+06 ep_no:21 s_no:14 uuid:57fd6e61-7f68-4831-a852-22add49258a2 watch_date:1.732149125895839e+15],false,true,76c66dc2-7021-462a-8e2e-a00b1d0279f6,false,,,
,,,Good Omens,user-series-77a05c7d-e269-49ca-be2a-7f808cf382cd,,,359569,,75120118,2026-05-24 21:21:30,,,,,,2026-05-27 00:38:14,,,13,1779657690334547,map[ep_id:1.1612721e+07 ep_no:1 s_no:3 uuid:dcac3d4f-f109-4c66-ab10-0efc21d7e6de watch_date:1.77984229454133e+15],false,true,77a05c7d-e269-49ca-be2a-7f808cf382cd,false,,,
,,,Money Heist: Korea - Joint Economic Area,user-series-781638a8-d294-4a27-b19b-ea9ff65e43c9,,,401314,,75120118,2026-05-09 21:24:11,,,,,,2026-05-09 21:24:16,,,12,1778361851839842,map[ep_id:9.453439e+06 ep_no:12 s_no:1 uuid:f9572232-0f76-478c-82a7-02ceae5e83f6 watch_date:1.778361856844395e+15],false,true,781638a8-d294-4a27-b19b-ea9ff65e43c9,false,,,
,,,Homeland,user-series-7a8698cf-d176-41dd-92eb-57ef5802ed2b,,,247897,,75120118,2024-05-15 18:23:29,,,,,,2024-05-15 18:26:20,,,96,1715797409334029,map[ep_id:7.583563e+06 ep_no:12 s_no:8 uuid:4c153def-f130-413d-a060-3ba613bc878d watch_date:1.715797579234276e+15],false,true,7a8698cf-d176-41dd-92eb-57ef5802ed2b,false,,,
,,,Doctor Who,user-series-7ab7fcd8-ec9a-4dff-9f17-8844798dab2d,,,76107,,75120118,2024-05-15 18:21:12,,,,,,2024-05-15 18:21:34,,,694,1715797272762035,map[ep_id:297780 ep_no:14 s_no:26 uuid:f3411e76-0d4b-4799-a62a-ce21ec101183 watch_date:1.715797278799358e+15],false,true,7ab7fcd8-ec9a-4dff-9f17-8844798dab2d,false,,,
,,,Narcos,user-series-7ba1c59c-0c1e-413f-a498-0c8022e2a632,,,282670,,75120118,2024-05-15 18:22:38,,,,,,2024-05-15 18:28:09,,,30,1715797358035279,map[ep_id:6.195671e+06 ep_no:10 s_no:3 uuid:6aaf3fda-c9ea-4013-aff8-5a3532727640 watch_date:1.715797688997655e+15],false,true,7ba1c59c-0c1e-413f-a498-0c8022e2a632,false,,,
,,,Chernobyl,user-series-7bbcdd21-d0a3-40fe-b5f1-480f6648e983,,,360893,,75120118,2024-05-15 18:28:53,,,,,,2024-05-15 18:36:23,,,5,1715797733114094,map[ep_id:7.116987e+06 ep_no:5 s_no:1 uuid:368e8004-b050-4452-9f11-279250fb94a8 watch_date:1.715798183046167e+15],false,true,7bbcdd21-d0a3-40fe-b5f1-480f6648e983,false,,,
,,,Cross,user-series-7e4e1f5a-64fb-4691-a250-7fdd6be134ae,,,426501,,75120118,2026-03-08 09:01:45,,,,,,2026-03-20 22:57:27,,,16,1772960505384398,map[ep_id:1.1390106e+07 ep_no:8 s_no:2 uuid:262c5866-d594-4dc0-a701-ce3542f3fcfc watch_date:1.774047447125146e+15],false,true,7e4e1f5a-64fb-4691-a250-7fdd6be134ae,false,,,
,,,The Lord of the Rings: The Rings of Power,user-series-7e6ed2f6-58ae-4dfb-b6d5-a9d95b3c54ce,,,367506,,75120118,2024-08-01 04:31:39,,,,,,2024-09-07 01:38:59,,,9,,map[ep_id:1.0494676e+07 ep_no:1 s_no:2 uuid:528d33f4-edf6-428b-af41-1375b6b2e5a9 watch_date:1.725065613890892e+15],false,false,7e6ed2f6-58ae-4dfb-b6d5-a9d95b3c54ce,false,,,
,,,Lupin,user-series-8362ac21-8bb3-4b10-8a7c-779776a503b9,,,375921,,75120118,2024-05-29 20:54:12,,,,,,2024-06-01 17:45:31,,,17,1717016052211273,map[ep_id:9.743658e+06 ep_no:7 s_no:2 uuid:b1a24d72-ed1b-4a69-af34-ae1061f41a5f watch_date:1.717263931112611e+15],false,true,8362ac21-8bb3-4b10-8a7c-779776a503b9,false,,,
,,,Preacher,user-series-84bf21d1-c877-49b4-abf2-9cbba95489d5,,,300472,,75120118,2025-10-31 21:38:15,,,,,,2025-10-31 21:38:28,,,43,1761946695209641,map[ep_id:7.32151e+06 ep_no:10 s_no:4 uuid:68c36dff-94b2-46ba-9058-64ceac4ec7ac watch_date:1.761946708968653e+15],false,true,84bf21d1-c877-49b4-abf2-9cbba95489d5,false,,,
,,,Those About to Die,user-series-86d85714-8eca-47e9-ae6b-afa2b2b6838b,,,422772,,75120118,2024-07-21 00:52:01,,,,,,2024-07-21 18:57:11,,,10,1721523121381549,map[ep_id:1.0439808e+07 ep_no:10 s_no:1 uuid:b629701d-ba97-49cd-8de3-08d68fc5b3ff watch_date:1.721588231016685e+15],false,true,86d85714-8eca-47e9-ae6b-afa2b2b6838b,false,,,
,,,Charmed,user-series-87b09bb8-1707-47c1-a5ba-884ceb3a37b2,,,70626,,75120118,2024-05-29 20:55:45,,,,,,2024-06-01 17:44:45,,,178,1717016145342029,map[ep_id:307095 ep_no:22 s_no:8 uuid:82105f4a-3375-42fd-97f9-6c626901bb59 watch_date:1.717263885502947e+15],false,true,87b09bb8-1707-47c1-a5ba-884ceb3a37b2,false,,,
,,,3%,user-series-88aa0c3f-8472-4021-8a60-8adca25981c6,,,250749,,75120118,2024-05-29 20:55:06,,,,,,2024-06-01 17:45:03,,,33,1717016106790959,map[ep_id:7.855013e+06 ep_no:7 s_no:4 uuid:2b5f445e-9720-4bbd-9c18-2094a0ff71db watch_date:1.717263903110677e+15],false,true,88aa0c3f-8472-4021-8a60-8adca25981c6,false,,,
,,,Upload,user-series-89a43d2b-500b-4eef-916a-cf160331c9b3,,,368211,,75120118,2024-05-15 18:31:48,,,,,,2025-09-05 19:22:18,,,29,1715797908605092,map[ep_id:1.1238807e+07 ep_no:4 s_no:4 uuid:24e7b56a-6679-4310-85ae-45ea2621045e watch_date:1.757100138276007e+15],false,true,89a43d2b-500b-4eef-916a-cf160331c9b3,false,,,
,,,Arcadia,user-series-8a6d2c5b-1465-4266-88ed-9d2ebf2ceee1,,,429252,,75120118,2025-06-07 23:19:33,,,,,,2025-07-06 03:39:33,,,12,,map[ep_id:1.085477e+07 ep_no:4 s_no:2 uuid:aa4d060b-a37e-4ebf-a437-8acab71c58e3 watch_date:1.750113478689311e+15],false,false,8a6d2c5b-1465-4266-88ed-9d2ebf2ceee1,false,,,
,,,She-Hulk: Attorney at Law,user-series-8bf28386-9072-4023-a426-f82d037a3d97,,,368613,,75120118,2024-05-15 18:23:36,,,,,,2024-05-15 18:26:04,,,9,1715797416431229,map[ep_id:9.165654e+06 ep_no:9 s_no:1 uuid:324bb7f4-15bf-494b-9b2b-91f027874100 watch_date:1.715797563230559e+15],false,true,8bf28386-9072-4023-a426-f82d037a3d97,false,,,
,,,The Rain,user-series-96acfbc5-6f9f-4238-8098-71c95d8516de,,,341704,,75120118,2025-01-31 23:58:03,,,,,,2025-01-31 23:58:16,,,20,1738367883192428,map[ep_id:7.798154e+06 ep_no:6 s_no:3 uuid:4f72a15a-56da-4f27-9752-a975db55441e watch_date:1.738367896460557e+15],false,true,96acfbc5-6f9f-4238-8098-71c95d8516de,false,,,
,,,NCIS: Hawai'i,user-series-96c11a02-76f9-4209-b89d-0aaf34d085ec,,,401630,,75120118,2024-11-21 00:31:27,,,,,,2024-11-21 00:31:43,,,54,1732149087480718,map[ep_id:1.0407261e+07 ep_no:10 s_no:3 uuid:d4d41d16-960a-4565-8fc7-c5d0039d7d9f watch_date:1.732149103798118e+15],false,true,96c11a02-76f9-4209-b89d-0aaf34d085ec,false,,,
,,,City of Shadows (2025),user-series-97dcdbba-2995-4bb1-ba8c-ce68069ce394,,,457055,,75120118,2025-12-19 04:20:43,,,,,,2025-12-20 08:35:19,,,6,1766118043957684,map[ep_id:1.1424753e+07 ep_no:6 s_no:1 uuid:cc912852-5b6d-4bc0-8f91-b82ae5e60315 watch_date:1.766219719092541e+15],false,true,97dcdbba-2995-4bb1-ba8c-ce68069ce394,false,,,
,,,A Knight of the Seven Kingdoms,user-series-97ef4d24-593f-4967-a6d9-da67e0b76407,,,433631,,75120118,2026-01-20 20:40:47,,,,,,2026-02-24 06:08:17,,,6,1768941647571576,map[ep_id:1.1390662e+07 ep_no:6 s_no:1 uuid:474ba230-cfe5-4f08-bdf6-340fff98256d watch_date:1.771913297877337e+15],false,true,97ef4d24-593f-4967-a6d9-da67e0b76407,false,,,
,,,Marvel's Iron Fist,user-series-9995bacf-3878-437b-94f5-f145a05127ce,,,317953,,75120118,2024-05-29 20:54:30,,,,,,2024-06-01 17:45:20,,,23,1717016070912349,map[ep_id:6.787189e+06 ep_no:10 s_no:2 uuid:dcc4e6aa-cf92-4c4c-b6d3-c206f8f09fb1 watch_date:1.717263920917229e+15],false,true,9995bacf-3878-437b-94f5-f145a05127ce,false,,,
,,,The Big Bang Theory,user-series-9b0d2e42-2726-4a3f-8285-f164b050597e,,,80379,,75120118,2024-05-15 18:29:04,,,,,,2024-05-15 18:34:38,,,279,1715797744856465,map[ep_id:7.177179e+06 ep_no:24 s_no:12 uuid:02ddf965-db92-4553-aa0b-a7385fc7f584 watch_date:1.715798076980282e+15],false,true,9b0d2e42-2726-4a3f-8285-f164b050597e,false,,,
,,,Altered Carbon,user-series-9c3b4dfe-e037-4124-b2a4-583d81a7aeef,,,332331,,75120118,2024-05-15 18:23:09,,,,,,2024-05-15 18:27:04,,,18,1715797389204004,map[ep_id:7.550666e+06 ep_no:8 s_no:2 uuid:fb72b1be-dc15-48e2-aae6-2875c13e912e watch_date:1.71579762414862e+15],false,true,9c3b4dfe-e037-4124-b2a4-583d81a7aeef,false,,,
,,,Vikings: Valhalla,user-series-9e6a38ef-32f0-465b-b671-86f91d5109df,,,372700,,75120118,2024-05-15 18:23:49,,,,,,2024-07-11 23:20:35,,,24,1715797429221128,map[ep_id:1.0576639e+07 ep_no:8 s_no:3 uuid:1fdcbadb-864e-422a-b970-326ba54e26f3 watch_date:1.720740035730148e+15],false,true,9e6a38ef-32f0-465b-b671-86f91d5109df,false,,,
,,,Westworld,user-series-9eef5d1e-bb98-4b14-af1f-09d5f9f88a79,,,296762,,75120118,2024-05-15 18:29:18,,,,,,2024-05-15 18:34:18,,,36,1715797758131719,map[ep_id:9.160494e+06 ep_no:8 s_no:4 uuid:b2671001-2163-46a7-aeb3-baa4b0505ebf watch_date:1.715798057414937e+15],false,true,9eef5d1e-bb98-4b14-af1f-09d5f9f88a79,false,,,
,,,Moon Knight,user-series-9f1e4fe3-d37d-4ab6-9795-07a449a31e80,,,368611,,75120118,2024-05-15 18:23:10,,,,,,2024-05-15 18:26:59,,,6,1715797390533842,map[ep_id:8.950497e+06 ep_no:6 s_no:1 uuid:d50a69e0-32f4-4561-97ef-c4713e8f69ec watch_date:1.715797619556806e+15],false,true,9f1e4fe3-d37d-4ab6-9795-07a449a31e80,false,,,
,,,PLUR1BUS,user-series-9f24d467-6810-4aa3-965a-34e3154054dd,,,436457,,75120118,2025-11-23 14:57:12,,,,,,2025-12-25 04:46:33,,,9,1763909832598255,map[ep_id:1.1260082e+07 ep_no:9 s_no:1 uuid:ec4a7914-c8d5-45e4-99bf-67eccac8d0e3 watch_date:1.766637993312268e+15],false,true,9f24d467-6810-4aa3-965a-34e3154054dd,false,,,
,,,NCIS: Origins,user-series-a064b407-42fa-4255-a8b7-5b052f92f6c6,,,444350,,75120118,2024-10-18 04:21:29,,,,,,2025-11-14 03:45:32,,,23,1763076201542487,map[ep_id:1.1322147e+07 ep_no:5 s_no:2 uuid:6dbdb0b6-31c0-49ae-b909-06c780bedbb1 watch_date:1.763091916056418e+15],false,true,a064b407-42fa-4255-a8b7-5b052f92f6c6,true,,,
,,,The Last Kingdom,user-series-a234f3d2-c22e-4d92-a02b-070286d76fc8,,,298566,,75120118,2024-05-15 18:31:21,,,,,,2024-05-15 18:32:55,,,46,1715797881495886,map[ep_id:8.994066e+06 ep_no:10 s_no:5 uuid:b3d4a047-c5dc-4309-a7c3-c1d3576c7f3d watch_date:1.715797974278667e+15],false,true,a234f3d2-c22e-4d92-a02b-070286d76fc8,false,,,
,,,Snowpiercer,user-series-a2ee2fca-186b-4642-b662-f2bdf9fb1481,,,364928,,75120118,2024-05-15 18:23:07,,,,,,2024-09-19 15:49:01,,,40,1715797387401675,map[ep_id:1.0486767e+07 ep_no:10 s_no:4 uuid:dc85c258-1d90-4eac-aa83-c7e6a2bcac53 watch_date:1.726760941093951e+15],false,true,a2ee2fca-186b-4642-b662-f2bdf9fb1481,false,,,
,,,Agatha All Along,user-series-a53c28ca-d529-47ee-969b-999d4d0ebaa0,,,412429,,75120118,2024-09-20 07:33:27,,,,,,2024-11-01 13:11:58,,,9,1726817607028216,map[ep_id:1.049566e+07 ep_no:9 s_no:1 uuid:641af6d1-55ef-416f-909e-239e91e13b10 watch_date:1.730466718110972e+15],false,true,a53c28ca-d529-47ee-969b-999d4d0ebaa0,false,,,
,,,Squid Game,user-series-a704a3c7-996b-40d8-bdb8-76fc2a34e1fd,,,383275,,75120118,2024-05-29 20:53:42,,,,,,2025-06-28 04:29:55,,,22,1717016022393210,map[ep_id:1.1126295e+07 ep_no:6 s_no:3 uuid:177dbf87-c05e-4438-8538-509d882216c5 watch_date:1.751084995024715e+15],false,true,a704a3c7-996b-40d8-bdb8-76fc2a34e1fd,false,,,
,,,Hawkeye (2021),user-series-a831bd89-5134-4aa3-9029-d3ea6c60d45c,,,367146,,75120118,2024-05-15 18:23:37,,,,,,2024-05-15 18:25:47,,,6,1715797417863655,map[ep_id:8.588195e+06 ep_no:6 s_no:1 uuid:89522174-1b16-417c-a965-a4e51a27b693 watch_date:1.715797547325592e+15],false,true,a831bd89-5134-4aa3-9029-d3ea6c60d45c,false,,,
,,,The End of the F***ing World,user-series-a854e87c-831d-41e6-bd20-3cd680c58226,,,336522,,75120118,2024-05-15 18:28:54,,,,,,2024-05-15 18:36:13,,,16,1715797734354979,map[ep_id:7.395734e+06 ep_no:8 s_no:2 uuid:95f322a7-5ef9-432e-a32d-8736e47dccf3 watch_date:1.715798173734836e+15],false,true,a854e87c-831d-41e6-bd20-3cd680c58226,false,,,
,,,Percy Jackson and the Olympians,user-series-aa4aa448-b2a3-4e25-9a8f-885a83ceb2db,,,415151,,75120118,2025-12-09 00:34:16,,,,,,2026-01-22 01:17:03,,,16,1765240456049611,map[ep_id:1.128578e+07 ep_no:8 s_no:2 uuid:85f22f2a-1387-4d25-b3c0-8c4378f6f719 watch_date:1.769044623105002e+15],false,true,aa4aa448-b2a3-4e25-9a8f-885a83ceb2db,false,,,
,,,American Gods,user-series-aae17d8c-6fad-4cf6-93db-0429edd51887,,,253573,,75120118,2024-05-15 18:31:06,,,,,,2024-05-15 18:33:07,,,26,1715797866011837,map[ep_id:7.991889e+06 ep_no:10 s_no:3 uuid:f639c1bb-8fdf-4af3-9b10-836f8329c22b watch_date:1.715797986123466e+15],false,true,aae17d8c-6fad-4cf6-93db-0429edd51887,false,,,
,,,The 8 Show,user-series-ab5e2206-02a8-4422-9a07-a44f5cb25acd,,,415307,,75120118,2024-05-29 20:52:31,,,,,,2024-06-01 17:45:53,,,8,1717015951594951,map[ep_id:1.0059501e+07 ep_no:8 s_no:1 uuid:78e650e5-80b4-46d7-985a-03d774c01291 watch_date:1.717263953979787e+15],false,true,ab5e2206-02a8-4422-9a07-a44f5cb25acd,false,,,
,,,Arcane,user-series-abd5331a-806b-42f7-a37d-f963228b670d,,,371028,,75120118,2024-05-15 18:22:55,,,,,,2024-11-24 02:40:12,,,18,1715797375748712,map[ep_id:1.0706382e+07 ep_no:9 s_no:2 uuid:feac1626-a4b5-4d3a-a3fc-4cacf054ec06 watch_date:1.732416012627424e+15],false,true,abd5331a-806b-42f7-a37d-f963228b670d,false,,,
,,,Reign (2013),user-series-acf7699b-12fe-4b14-b5b2-c08338e4dfc2,,,269602,,75120118,2024-05-15 18:31:31,,,,,,2024-05-15 18:32:32,,,78,1715797891428057,map[ep_id:6.028404e+06 ep_no:16 s_no:4 uuid:7c8b942d-5abe-4563-91ca-7edcd6bcd3b5 watch_date:1.715797950589166e+15],false,true,acf7699b-12fe-4b14-b5b2-c08338e4dfc2,false,,,
,,,"Love, Death & Robots",user-series-ad76771e-2a66-4748-93f6-5853f407b216,,,357888,,75120118,2024-05-29 20:54:28,,,,,,2025-06-06 20:32:12,,,45,1717016068888479,map[ep_id:1.1073313e+07 ep_no:10 s_no:4 uuid:61b554d4-dc30-46d7-9f70-296d15de0c60 watch_date:1.749241932657681e+15],false,true,ad76771e-2a66-4748-93f6-5853f407b216,false,,,
,,,The Big Game,user-series-ae71b5cd-492d-4cc1-936b-4c1fdf7e0d62,,,387713,,75120118,2025-12-19 00:02:10,,,,,,2025-12-19 04:20:05,,,20,1766102530747970,map[ep_id:9.38574e+06 ep_no:8 s_no:2 uuid:962c243f-d2b9-42cb-977b-27d836ee71e8 watch_date:1.766118005817021e+15],false,true,ae71b5cd-492d-4cc1-936b-4c1fdf7e0d62,false,,,
,,,Superman & Lois,user-series-aee30a60-bb2e-4347-9ba9-91569636e3a5,,,375655,,75120118,2024-10-14 20:30:02,,,,,,2024-12-09 03:20:10,,,53,1728937802676904,map[ep_id:1.0442817e+07 ep_no:10 s_no:4 uuid:c12e46b2-f56a-49af-b3bf-59a23e3110af watch_date:1.733714410943886e+15],false,true,aee30a60-bb2e-4347-9ba9-91569636e3a5,false,,,
,,,Loki,user-series-af280c0c-d199-4e2c-8122-9df6a5c8a38f,,,362472,,75120118,2024-05-15 18:22:43,,,,,,2024-05-15 18:28:02,,,12,1715797363516982,map[ep_id:9.794219e+06 ep_no:6 s_no:2 uuid:7441d5bb-2db0-4826-be5f-43fcd2755243 watch_date:1.715797682202717e+15],false,true,af280c0c-d199-4e2c-8122-9df6a5c8a38f,false,,,
,,,The Flash (2014),user-series-b0742927-b90e-4b53-8c58-63d8707a677d,,,279121,,75120118,2024-05-15 18:22:36,,,,,,2024-05-15 18:28:14,,,184,1715797356863205,map[ep_id:9.490009e+06 ep_no:13 s_no:9 uuid:3119c4ef-b904-4539-b682-7e4cf62dab1b watch_date:1.715797693308412e+15],false,true,b0742927-b90e-4b53-8c58-63d8707a677d,false,,,
,,,Alice in Borderland (2020),user-series-b0787572-44ff-48bc-ab8b-d22be7e6f4d5,,,376472,,75120118,2024-05-29 20:55:11,,,,,,2025-09-27 01:29:43,,,22,1717016111808642,map[ep_id:1.1167781e+07 ep_no:6 s_no:3 uuid:8fc37e09-747b-45a2-8291-ea7f2442a9cf watch_date:1.758936583634446e+15],false,true,b0787572-44ff-48bc-ab8b-d22be7e6f4d5,false,,,
,,,The Librarians: The Next Chapter,user-series-b0d6ec16-dbc8-4d51-b9e5-af39342edbf0,,,435078,,75120118,2025-07-04 23:13:55,,,,,,2025-08-08 03:01:22,,,12,1751670835246330,map[ep_id:1.1077142e+07 ep_no:12 s_no:1 uuid:dc60a23e-38d0-4284-9674-1d22784ea326 watch_date:1.754622082469714e+15],false,true,b0d6ec16-dbc8-4d51-b9e5-af39342edbf0,false,,,
,,,The Walking Dead: Dead City,user-series-b20e7703-761b-4abf-93b3-2df258bdaa04,,,417549,,75120118,2024-11-21 20:21:10,,,,,,2025-06-26 02:02:59,,,14,1732220470597220,map[ep_id:1.0803216e+07 ep_no:8 s_no:2 uuid:693cd503-0684-4086-9a90-7d342341989e watch_date:1.750903379857108e+15],false,true,b20e7703-761b-4abf-93b3-2df258bdaa04,false,,,
,,,Gen V,user-series-b5c73754-a005-4029-bb17-c63cc0afdb0f,,,417909,,75120118,2024-07-18 16:59:42,,,,,,2025-10-25 05:25:26,,,16,1721321982439158,map[ep_id:1.1171549e+07 ep_no:8 s_no:2 uuid:7fe0005d-9ced-44bd-a45e-19f41eba58e0 watch_date:1.76136992635071e+15],false,true,b5c73754-a005-4029-bb17-c63cc0afdb0f,false,,,
,,,Messiah (2020),user-series-b8b80f4e-fb65-4694-9843-1f23f2b2f467,,,373186,,75120118,2025-01-31 23:58:00,,,,,,2025-01-31 23:58:32,,,10,1738367880856152,map[ep_id:7.479425e+06 ep_no:10 s_no:1 uuid:8f69bba6-5afd-4dbf-9299-ee47d10ca6c2 watch_date:1.738367912590906e+15],false,true,b8b80f4e-fb65-4694-9843-1f23f2b2f467,false,,,
,,,Doctor Who: Unleashed,user-series-b9e769fa-09ba-4f4b-baf1-e0fc8ab92fea,,,440213,,75120118,2024-05-15 18:16:46,,,,,,2024-05-15 18:21:47,,,2,,map[ep_id:1.0485251e+07 ep_no:2 s_no:1 uuid:8f163c9f-26c0-4d45-82f1-7a524696db77 watch_date:1.715797145313999e+15],false,false,b9e769fa-09ba-4f4b-baf1-e0fc8ab92fea,false,,,
,,,NCIS: Tony & Ziva,user-series-bc0ba827-9a8d-4528-9e50-f95f746d3ffd,,,446847,,75120118,2024-11-21 00:31:31,,,,,,2025-10-31 00:15:56,,,10,1732149091617005,map[ep_id:1.0928172e+07 ep_no:10 s_no:1 uuid:9b63a9ce-447d-4cad-8e29-876f00cf5573 watch_date:1.761869756656458e+15],false,true,bc0ba827-9a8d-4528-9e50-f95f746d3ffd,false,,,
,,,Marvel's The Punisher,user-series-bc91e3cf-f829-4507-91a6-cf2fcaee29f6,,,331980,,75120118,2024-05-15 18:23:27,,,,,,2024-05-15 18:26:27,,,26,1715797407114638,map[ep_id:6.997893e+06 ep_no:13 s_no:2 uuid:15f6ff82-1f60-4618-aef1-c2ff70032edf watch_date:1.715797587327624e+15],false,true,bc91e3cf-f829-4507-91a6-cf2fcaee29f6,false,,,
,,,Euphoria (US),user-series-bccb4efc-6c1f-4af3-849d-9b303c0426c4,,,360261,,75120118,2026-04-28 06:54:32,,,,,,2026-06-02 03:34:50,,,24,1777359272895517,map[ep_id:1.1560129e+07 ep_no:8 s_no:3 uuid:0ce1491c-b13d-4008-92ed-646357a40fed watch_date:1.780371290805852e+15],false,true,bccb4efc-6c1f-4af3-849d-9b303c0426c4,false,,,
,,,The Vampire Diaries,user-series-be3e0454-ba25-492d-ab38-926f80f46047,,,95491,,75120118,2024-05-15 18:29:08,,,,,,2024-05-15 18:34:31,,,171,1715797748388755,map[ep_id:5.937417e+06 ep_no:16 s_no:8 uuid:e8262f9c-d154-4121-82b0-2dfb19a2aef5 watch_date:1.715798070563617e+15],false,true,be3e0454-ba25-492d-ab38-926f80f46047,false,,,
,,,Black Mirror,user-series-be75c25b-5d13-4f74-a752-40d370e5d3ae,,,253463,,75120118,2024-05-15 04:15:27,,,,,,2025-04-11 23:32:39,,,32,1715746527969338,map[ep_id:1.1023066e+07 ep_no:6 s_no:7 uuid:ed867d9d-9075-4f21-94d8-646757adc737 watch_date:1.744414359329384e+15],false,true,be75c25b-5d13-4f74-a752-40d370e5d3ae,false,,,
,,,Silo,user-series-c098a648-1410-4145-8a0c-35d830f1e756,,,403245,,75120118,2024-11-28 04:16:01,,,,,,2026-07-04 02:38:27,,,21,1732767361280495,map[ep_id:1.1751879e+07 ep_no:1 s_no:3 uuid:49d85e1a-ae6f-4d8a-b219-67688179e19b watch_date:1.783132707346007e+15],false,true,c098a648-1410-4145-8a0c-35d830f1e756,false,,,
